category,count,pct
STANDALONE_STREAMING_MEDIA_PLAYER,1061,0.06063231330847847
COSTUME_HEADWEAR,1056,0.06034658138902286
PAINT_BRUSH,1051,0.060060849469567267
TABLECLOTH,1044,0.059660824782329425
LEASH,1043,0.0596036783984383
NOTEBOOK_COMPUTER,1039,0.059375092862873825
COLLECTIBLE_CARD,1037,0.059260800095091576
EGG,1036,0.05920365371120046
WIPER_BLADE,1032,0.058975068175635983
EYEBROW_COLOR,1031,0.05891792179174486
FOOD_SPATULA,1030,0.05886077540785375
THERAPEUTIC_THERMAL_COMPRESS,1028,0.0587464826400715
COORDINATED_OUTFIT,1028,0.0587464826400715
TOOTH_WHITENER,1024,0.05851789710450702
MACHINE_LUBRICANT,1017,0.05811787241726918
DECORATIVE_MAGNET,1008,0.0576035549622491
INTERNAL_MEMORY,1007,0.05754640857835798
WATER_PURIFICATION_UNIT,994,0.05680350558777341
LAUNDRY_HAMPER,991,0.05663206643610006
FALSE_EYELASH,987,0.05640348090053558
HAIR_REMOVAL_AGENT,982,0.05611774898107997
BEDDING_SET,975,0.05571772429384214
NETWORKING_ROUTER,972,0.05554628514216878
PRINTER,972,0.05554628514216878
AROMA_DIFFUSER,968,0.0553176996066043
BATTERY_CHARGER,964,0.055089114071039814
ABIS_DVD,960,0.054860528535475336
AIR_PURIFIER,958,0.054746235767693094
HUMIDIFIER,956,0.05463194299991086
THICKENING_AGENT,955,0.05457479661601973
LEAVENING_AGENT,953,0.054460503848237495
ART_AND_CRAFT_SUPPLY,948,0.054174771928781895
SALAD_DRESSING,940,0.05371760085765293
ITEM_CONTAINER,940,0.05371760085765293
HAIR_IRON,939,0.053660454473761804
FITTED_SHEET,933,0.05331757617041509
BASKET,933,0.05331757617041509
HOSE_PIPE_FITTING,929,0.05308899063485061
ROBE,925,0.052860405099286134
CULINARY_SALT,915,0.05228894126037492
TOPICAL_HAIR_REGROWTH_TREATMENT,912,0.052117502108701565
BODY_STRAP,910,0.05200320934091933
UMBRELLA,909,0.05194606295702821
CHARM,899,0.051374599118117
SCREWDRIVER,894,0.0510888671986614
SHOELACE,890,0.050860281663096925
HAIR_DRYER,889,0.0508031352792058
FABRIC,880,0.05028881782418572
LAB_SUPPLY,879,0.050231671440294605
CELL_PHONE_GRIP,876,0.05006023228862124
